Sim Time (s),Speed (km/h),Acceleration (m/s²),Distance (m),Lap,Mode,Power (W),Energy Used (Wh),Drag (N),Rolling Resistance (N)
1.00,3.53,0.98,0.49,1,performance,196.05,0.00,0.10,33.35
2.00,7.06,0.98,1.96,1,performance,391.99,0.05,0.41,33.35
3.00,10.58,0.98,4.41,1,performance,587.55,0.16,0.93,33.35
4.00,14.09,0.97,7.83,1,performance,782.51,0.33,1.65,33.35
5.00,17.58,0.97,12.23,1,performance,976.63,0.54,2.57,33.35
6.00,21.05,0.97,17.60,1,performance,1169.66,0.82,3.69,33.35
7.00,24.50,0.96,23.93,1,performance,1361.37,1.14,4.99,33.35
8.00,27.93,0.95,31.21,1,performance,1551.55,1.52,6.49,33.35
9.00,31.32,0.94,39.44,1,performance,1739.97,1.95,8.16,33.35
10.00,34.68,0.93,48.60,1,performance,1926.43,2.43,10.00,33.35
11.00,33.76,-0.26,58.11,1,performance,0.00,2.43,9.48,33.35
12.00,37.09,0.92,67.95,1,performance,2060.32,2.95,11.44,33.35
13.00,36.14,-0.26,78.12,1,performance,0.00,2.95,10.86,33.35
14.00,35.20,-0.26,88.02,1,performance,0.00,2.95,10.31,33.35
15.00,34.28,-0.26,97.67,1,performance,0.00,2.95,9.77,33.35
16.00,33.36,-0.25,107.07,1,performance,0.00,2.95,9.26,33.35
17.00,36.70,0.93,116.80,1,performance,2038.66,3.47,11.20,33.35
18.00,35.75,-0.26,126.86,1,performance,0.00,3.47,10.63,33.35
19.00,34.82,-0.26,136.66,1,performance,0.00,3.47,10.09,33.35
20.00,33.90,-0.26,146.21,1,performance,0.00,3.47,9.56,33.35
21.00,37.23,0.92,156.09,1,performance,2068.20,3.99,11.53,33.35
22.00,36.28,-0.26,166.30,1,performance,0.00,3.99,10.95,33.35
23.00,35.34,-0.26,176.24,1,performance,0.00,3.99,10.39,33.35
24.00,34.41,-0.26,185.93,1,performance,0.00,3.99,9.85,33.35
25.00,33.50,-0.25,195.36,1,performance,0.00,3.99,9.33,33.35
26.00,36.83,0.93,205.13,1,performance,2046.06,4.51,11.28,33.35
27.00,35.88,-0.26,215.23,1,performance,0.00,4.51,10.71,33.35
28.00,34.95,-0.26,225.07,1,performance,0.00,4.51,10.16,33.35
29.00,34.03,-0.26,234.65,1,performance,0.00,4.51,9.63,33.35
30.00,37.35,0.92,244.56,1,performance,2075.24,5.03,11.61,33.35
31.00,36.40,-0.26,254.81,1,performance,0.00,5.03,11.02,33.35
32.00,35.46,-0.26,264.79,1,performance,0.00,5.03,10.46,33.35
33.00,34.53,-0.26,274.51,1,performance,0.00,5.03,9.92,33.35
34.00,33.62,-0.25,283.97,1,performance,0.00,5.03,9.40,33.35
35.00,36.95,0.92,293.78,1,performance,2052.67,5.55,11.36,33.35
36.00,36.00,-0.26,303.91,1,performance,0.00,5.55,10.78,33.35
37.00,35.07,-0.26,313.78,1,performance,0.00,5.55,10.23,33.35
38.00,34.14,-0.26,323.39,1,performance,0.00,5.55,9.70,33.35
39.00,37.47,0.92,333.34,1,performance,2081.52,6.08,11.68,33.35
40.00,36.51,-0.26,343.61,1,performance,0.00,6.08,11.09,33.35
41.00,35.57,-0.26,353.62,1,performance,0.00,6.08,10.53,33.35
42.00,34.64,-0.26,363.38,1,performance,0.00,6.08,9.98,33.35
43.00,33.73,-0.25,372.87,1,performance,0.00,6.08,9.46,33.35
44.00,37.05,0.92,382.70,1,performance,2058.57,6.60,11.42,33.35
45.00,36.11,-0.26,392.86,1,performance,0.00,6.60,10.84,33.35
46.00,35.17,-0.26,402.76,1,performance,0.00,6.60,10.29,33.35
47.00,34.25,-0.26,412.40,1,performance,0.00,6.60,9.76,33.35
48.00,33.33,-0.25,421.79,1,performance,0.00,6.60,9.24,33.35
49.00,36.67,0.93,431.51,1,performance,2037.02,7.11,11.18,33.35
50.00,35.72,-0.26,441.57,1,performance,0.00,7.11,10.61,33.35
51.00,34.79,-0.26,451.36,1,performance,0.00,7.11,10.07,33.35
52.00,33.87,-0.26,460.90,1,performance,0.00,7.11,9.54,33.35
53.00,37.20,0.92,470.77,1,performance,2066.64,7.64,11.51,33.35
54.00,36.25,-0.26,480.97,1,performance,0.00,7.64,10.93,33.35
55.00,35.31,-0.26,490.91,1,performance,0.00,7.64,10.37,33.35
56.00,34.39,-0.26,500.59,1,performance,0.00,7.64,9.83,33.35
57.00,33.47,-0.25,510.01,1,performance,0.00,7.64,9.32,33.35
58.00,36.80,0.93,519.77,1,performance,2044.60,8.15,11.27,33.35
59.00,35.86,-0.26,529.86,1,performance,0.00,8.15,10.70,33.35
60.00,34.93,-0.26,539.70,1,performance,0.00,8.15,10.15,33.35
61.00,34.00,-0.26,549.27,1,performance,0.00,8.15,9.62,33.35
62.00,37.33,0.92,559.18,1,performance,2073.84,8.68,11.59,33.35
63.00,36.38,-0.26,569.41,1,performance,0.00,8.68,11.01,33.35
64.00,35.44,-0.26,579.39,1,performance,0.00,8.68,10.45,33.35
65.00,34.51,-0.26,589.10,1,performance,0.00,8.68,9.91,33.35
66.00,33.59,-0.25,598.56,1,performance,0.00,8.68,9.39,33.35
67.00,36.92,0.93,608.36,1,performance,2051.36,9.20,11.34,33.35
68.00,35.98,-0.26,618.48,1,performance,0.00,9.20,10.77,33.35
69.00,35.04,-0.26,628.35,1,performance,0.00,9.20,10.21,33.35
70.00,34.12,-0.26,637.95,1,performance,0.00,9.20,9.68,33.35
71.00,37.44,0.92,647.89,1,performance,2080.28,9.72,11.66,33.35
72.00,36.49,-0.26,658.16,1,performance,0.00,9.72,11.08,33.35
73.00,35.55,-0.26,668.17,1,performance,0.00,9.72,10.51,33.35
74.00,34.62,-0.26,677.91,1,performance,0.00,9.72,9.97,33.35
75.00,33.70,-0.25,687.40,1,performance,0.00,9.72,9.45,33.35
76.00,37.03,0.92,697.23,1,performance,2057.41,10.24,11.41,33.35
77.00,36.09,-0.26,707.38,1,performance,0.00,10.24,10.83,33.35
78.00,35.15,-0.26,717.28,1,performance,0.00,10.24,10.28,33.35
79.00,34.23,-0.26,726.91,1,performance,0.00,10.24,9.74,33.35
80.00,33.31,-0.25,736.29,1,performance,0.00,10.24,9.23,33.35
81.00,36.65,0.93,746.01,1,performance,2035.92,10.76,11.17,33.35
82.00,35.70,-0.26,756.06,1,performance,0.00,10.76,10.60,33.35
83.00,34.77,-0.26,765.85,1,performance,0.00,10.76,10.06,33.35
84.00,33.85,-0.26,775.38,1,performance,0.00,10.76,9.53,33.35
85.00,37.18,0.92,785.24,1,performance,2065.59,11.28,11.50,33.35
86.00,36.23,-0.26,795.44,1,performance,0.00,11.28,10.92,33.35
87.00,35.29,-0.26,805.37,1,performance,0.00,11.28,10.36,33.35
88.00,34.37,-0.26,815.05,1,performance,0.00,11.28,9.82,33.35
89.00,33.45,-0.25,824.47,1,performance,0.00,11.28,9.31,33.35
90.00,36.79,0.93,834.22,1,performance,2043.61,11.80,11.26,33.35
91.00,35.84,-0.26,844.31,1,performance,0.00,11.80,10.68,33.35
92.00,34.91,-0.26,854.14,1,performance,0.00,11.80,10.14,33.35
93.00,33.99,-0.26,863.71,1,performance,0.00,11.80,9.61,33.35
94.00,37.31,0.92,873.61,1,performance,2072.91,12.32,11.58,33.35
95.00,36.36,-0.26,883.84,1,performance,0.00,12.32,11.00,33.35
96.00,35.42,-0.26,893.81,1,performance,0.00,12.32,10.44,33.35
97.00,34.49,-0.26,903.52,1,performance,0.00,12.32,9.90,33.35
98.00,33.58,-0.25,912.97,1,performance,0.00,12.32,9.38,33.35
99.00,36.91,0.93,922.76,1,performance,2050.49,12.84,11.33,33.35
100.00,35.96,-0.26,932.89,1,performance,0.00,12.84,10.76,33.35
101.00,35.03,-0.26,942.75,1,performance,0.00,12.84,10.21,33.35
102.00,34.11,-0.26,952.35,1,performance,0.00,12.84,9.68,33.35
103.00,37.43,0.92,962.28,1,performance,2079.44,13.37,11.65,33.35
104.00,36.48,-0.26,972.55,1,performance,0.00,13.37,11.07,33.35
105.00,35.54,-0.26,982.55,1,performance,0.00,13.37,10.50,33.35
106.00,34.61,-0.26,992.29,1,performance,0.00,13.37,9.96,33.35
107.00,33.69,-0.25,1001.78,1,performance,0.00,13.37,9.44,33.35
108.00,37.02,0.92,1011.60,1,performance,2056.62,13.89,11.40,33.35
109.00,36.07,-0.26,1021.75,1,performance,0.00,13.89,10.82,33.35
110.00,33.02,-0.85,1031.35,1,performance,0.00,13.89,9.07,33.35
111.00,36.36,0.93,1040.98,1,performance,2019.74,14.39,10.99,33.35
112.00,35.42,-0.26,1050.95,1,performance,0.00,14.39,10.43,33.35
113.00,34.49,-0.26,1060.66,1,performance,0.00,14.39,9.89,33.35
114.00,33.57,-0.25,1070.11,1,performance,0.00,14.39,9.38,33.35
115.00,36.90,0.93,1079.90,1,performance,2050.19,14.91,11.33,33.35
116.00,35.96,-0.26,1090.02,1,performance,0.00,14.91,10.75,33.35
117.00,35.02,-0.26,1099.88,1,performance,0.00,14.91,10.20,33.35
118.00,34.10,-0.26,1109.48,1,performance,0.00,14.91,9.67,33.35
119.00,37.42,0.92,1119.41,1,performance,2079.17,15.44,11.65,33.35
120.00,36.47,-0.26,1129.68,1,performance,0.00,15.44,11.06,33.35
121.00,35.53,-0.26,1139.68,1,performance,0.00,15.44,10.50,33.35
122.00,34.60,-0.26,1149.42,1,performance,0.00,15.44,9.96,33.35
123.00,33.69,-0.25,1158.90,1,performance,0.00,15.44,9.44,33.35
124.00,37.01,0.92,1168.72,1,performance,2056.36,15.96,11.40,33.35
125.00,35.96,-0.29,1178.86,1,performance,0.00,15.96,10.76,33.35
126.00,34.91,-0.29,1188.70,1,performance,0.00,15.96,10.14,33.35
127.00,33.85,-0.29,1198.25,1,performance,0.00,15.96,9.53,33.35
128.00,37.04,0.88,1208.10,1,performance,2057.60,16.48,11.41,33.35
129.00,35.69,-0.37,1218.20,1,performance,0.00,16.48,10.59,33.35
130.00,34.34,-0.37,1227.92,1,performance,0.00,16.48,9.81,33.35
131.00,32.99,-0.37,1237.27,1,performance,0.00,16.48,9.05,33.35
132.00,35.88,0.80,1246.84,1,performance,1993.24,16.99,10.71,33.35
133.00,34.13,-0.48,1256.56,1,performance,0.00,16.99,9.69,33.35
134.00,36.63,0.69,1266.39,1,performance,2034.82,17.52,11.16,33.35
135.00,34.38,-0.62,1276.25,1,performance,0.00,17.52,9.83,33.35
136.00,32.14,-0.62,1285.49,1,performance,0.00,17.52,8.59,33.35
137.00,34.13,0.55,1294.70,1,performance,1895.95,18.01,9.69,33.35
138.00,35.40,0.35,1304.35,1,performance,1966.92,18.54,10.43,33.35
139.00,32.36,-0.85,1313.76,1,performance,0.00,18.54,8.71,33.35
140.00,33.59,0.34,1322.92,1,performance,1865.93,19.04,9.38,33.35
141.00,34.80,0.34,1332.42,1,performance,1933.30,19.56,10.07,33.35
142.00,31.76,-0.84,1341.67,1,performance,0.00,19.56,8.39,33.35
143.00,0.00,0.34,1349.39,1,performance,0.00,20.05,0.00,33.35
144.00,3.53,0.98,1349.88,1,performance,196.05,20.05,0.10,33.35
145.00,7.06,0.98,1351.35,1,performance,391.99,20.10,0.41,33.35
146.00,10.58,0.98,1353.80,1,performance,587.55,20.21,0.93,33.35
147.00,14.09,0.97,1357.22,1,performance,782.51,20.37,1.65,33.35
148.00,17.58,0.97,1361.62,1,performance,976.63,20.59,2.57,33.35
149.00,21.05,0.97,1366.98,1,performance,1169.66,20.86,3.69,33.35
150.00,24.50,0.96,1373.31,1,performance,1361.37,21.19,4.99,33.35
151.00,27.93,0.95,1380.59,1,performance,1551.55,21.57,6.49,33.35
152.00,31.32,0.94,1388.82,1,performance,1739.97,22.00,8.16,33.35
153.00,34.68,0.93,1397.99,1,performance,1926.43,22.48,10.00,33.35
154.00,33.76,-0.26,1407.49,1,performance,0.00,22.48,9.48,33.35
155.00,37.09,0.92,1417.33,1,performance,2060.32,23.00,11.44,33.35
156.00,36.14,-0.26,1427.50,1,performance,0.00,23.00,10.86,33.35
157.00,35.20,-0.26,1437.41,1,performance,0.00,23.00,10.31,33.35
158.00,34.28,-0.26,1447.06,1,performance,0.00,23.00,9.77,33.35
159.00,33.36,-0.25,1456.45,1,performance,0.00,23.00,9.26,33.35
160.00,36.70,0.93,1466.18,1,performance,2038.66,23.52,11.20,33.35
161.00,35.75,-0.26,1476.25,1,performance,0.00,23.52,10.63,33.35
162.00,34.82,-0.26,1486.05,1,performance,0.00,23.52,10.09,33.35
163.00,33.90,-0.26,1495.59,1,performance,0.00,23.52,9.56,33.35
164.00,37.23,0.92,1505.47,1,performance,2068.20,24.04,11.53,33.35
165.00,36.28,-0.26,1515.68,1,performance,0.00,24.04,10.95,33.35
166.00,35.34,-0.26,1525.63,1,performance,0.00,24.04,10.39,33.35
167.00,34.41,-0.26,1535.32,1,performance,0.00,24.04,9.85,33.35
168.00,33.50,-0.25,1544.75,1,performance,0.00,24.04,9.33,33.35
169.00,36.83,0.93,1554.52,1,performance,2046.06,24.56,11.28,33.35
170.00,35.88,-0.26,1564.61,1,performance,0.00,24.56,10.71,33.35
171.00,34.95,-0.26,1574.45,1,performance,0.00,24.56,10.16,33.35
172.00,34.03,-0.26,1584.03,1,performance,0.00,24.56,9.63,33.35
173.00,37.35,0.92,1593.95,1,performance,2075.24,25.08,11.61,33.35
174.00,36.40,-0.26,1604.19,1,performance,0.00,25.08,11.02,33.35
175.00,35.46,-0.26,1614.17,1,performance,0.00,25.08,10.46,33.35
176.00,34.53,-0.26,1623.89,1,performance,0.00,25.08,9.92,33.35
177.00,33.62,-0.25,1633.36,1,performance,0.00,25.08,9.40,33.35
178.00,36.95,0.92,1643.16,1,performance,2052.67,25.60,11.36,33.35
179.00,36.00,-0.26,1653.29,1,performance,0.00,25.60,10.78,33.35
180.00,35.07,-0.26,1663.16,1,performance,0.00,25.60,10.23,33.35
181.00,34.14,-0.26,1672.78,1,performance,0.00,25.60,9.70,33.35
182.00,37.47,0.92,1682.72,1,performance,2081.52,26.13,11.68,33.35
183.00,36.51,-0.26,1693.00,1,performance,0.00,26.13,11.09,33.35
184.00,35.57,-0.26,1703.01,1,performance,0.00,26.13,10.53,33.35
185.00,34.64,-0.26,1712.76,1,performance,0.00,26.13,9.98,33.35
186.00,33.73,-0.25,1722.26,1,performance,0.00,26.13,9.46,33.35
187.00,37.05,0.92,1732.09,1,performance,2058.57,26.65,11.42,33.35
188.00,36.11,-0.26,1742.25,1,performance,0.00,26.65,10.84,33.35
189.00,35.17,-0.26,1752.15,1,performance,0.00,26.65,10.29,33.35
190.00,34.25,-0.26,1761.79,1,performance,0.00,26.65,9.76,33.35
191.00,33.33,-0.25,1771.18,1,performance,0.00,26.65,9.24,33.35
192.00,36.67,0.93,1780.90,1,performance,2037.02,27.16,11.18,33.35
193.00,35.72,-0.26,1790.95,1,performance,0.00,27.16,10.61,33.35
194.00,34.79,-0.26,1800.75,1,performance,0.00,27.16,10.07,33.35
195.00,33.87,-0.26,1810.28,1,performance,0.00,27.16,9.54,33.35
196.00,37.20,0.92,1820.15,1,performance,2066.64,27.68,11.51,33.35
197.00,36.25,-0.26,1830.36,1,performance,0.00,27.68,10.93,33.35
198.00,35.31,-0.26,1840.29,1,performance,0.00,27.68,10.37,33.35
199.00,34.39,-0.26,1849.97,1,performance,0.00,27.68,9.83,33.35
200.00,33.47,-0.25,1859.40,1,performance,0.00,27.68,9.32,33.35
201.00,36.80,0.93,1869.16,1,performance,2044.60,28.20,11.27,33.35
202.00,35.86,-0.26,1879.25,1,performance,0.00,28.20,10.70,33.35
203.00,34.93,-0.26,1889.08,1,performance,0.00,28.20,10.15,33.35
204.00,34.00,-0.26,1898.66,1,performance,0.00,28.20,9.62,33.35
205.00,37.33,0.92,1908.56,1,performance,2073.84,28.73,11.59,33.35
206.00,36.38,-0.26,1918.80,1,performance,0.00,28.73,11.01,33.35
207.00,35.44,-0.26,1928.77,1,performance,0.00,28.73,10.45,33.35
208.00,34.51,-0.26,1938.49,1,performance,0.00,28.73,9.91,33.35
209.00,33.59,-0.25,1947.95,1,performance,0.00,28.73,9.39,33.35
210.00,36.92,0.93,1957.74,1,performance,2051.36,29.24,11.34,33.35
211.00,35.98,-0.26,1967.87,1,performance,0.00,29.24,10.77,33.35
212.00,35.04,-0.26,1977.73,1,performance,0.00,29.24,10.21,33.35
213.00,34.12,-0.26,1987.34,1,performance,0.00,29.24,9.68,33.35
214.00,37.44,0.92,1997.28,1,performance,2080.28,29.77,11.66,33.35
215.00,36.49,-0.26,2007.55,1,performance,0.00,29.77,11.08,33.35
216.00,35.55,-0.26,2017.55,1,performance,0.00,29.77,10.51,33.35
217.00,34.62,-0.26,2027.30,1,performance,0.00,29.77,9.97,33.35
218.00,33.70,-0.25,2036.79,1,performance,0.00,29.77,9.45,33.35
219.00,37.03,0.92,2046.61,1,performance,2057.41,30.29,11.41,33.35
220.00,36.09,-0.26,2056.77,1,performance,0.00,30.29,10.83,33.35
221.00,35.15,-0.26,2066.66,1,performance,0.00,30.29,10.28,33.35
222.00,34.23,-0.26,2076.30,1,performance,0.00,30.29,9.74,33.35
223.00,33.31,-0.25,2085.68,1,performance,0.00,30.29,9.23,33.35
224.00,36.65,0.93,2095.39,1,performance,2035.92,30.80,11.17,33.35
225.00,35.70,-0.26,2105.44,1,performance,0.00,30.80,10.60,33.35
226.00,34.77,-0.26,2115.23,1,performance,0.00,30.80,10.06,33.35
227.00,33.85,-0.26,2124.76,1,performance,0.00,30.80,9.53,33.35
228.00,37.18,0.92,2134.63,1,performance,2065.59,31.33,11.50,33.35
229.00,36.23,-0.26,2144.83,1,performance,0.00,31.33,10.92,33.35
230.00,35.29,-0.26,2154.76,1,performance,0.00,31.33,10.36,33.35
231.00,34.37,-0.26,2164.43,1,performance,0.00,31.33,9.82,33.35
232.00,33.45,-0.25,2173.85,1,performance,0.00,31.33,9.31,33.35
233.00,36.79,0.93,2183.61,1,performance,2043.61,31.84,11.26,33.35
234.00,35.84,-0.26,2193.70,1,performance,0.00,31.84,10.68,33.35
235.00,34.91,-0.26,2203.52,1,performance,0.00,31.84,10.14,33.35
236.00,33.99,-0.26,2213.09,1,performance,0.00,31.84,9.61,33.35
237.00,37.31,0.92,2222.99,1,performance,2072.91,32.37,11.58,33.35
238.00,36.36,-0.26,2233.23,1,performance,0.00,32.37,11.00,33.35
239.00,35.42,-0.26,2243.20,1,performance,0.00,32.37,10.44,33.35
240.00,34.49,-0.26,2252.91,1,performance,0.00,32.37,9.90,33.35
241.00,33.58,-0.25,2262.36,1,performance,0.00,32.37,9.38,33.35
242.00,36.91,0.93,2272.15,1,performance,2050.49,32.89,11.33,33.35
243.00,35.96,-0.26,2282.27,1,performance,0.00,32.89,10.76,33.35
244.00,35.03,-0.26,2292.13,1,performance,0.00,32.89,10.21,33.35
245.00,34.11,-0.26,2301.73,1,performance,0.00,32.89,9.68,33.35
246.00,37.43,0.92,2311.67,1,performance,2079.44,33.41,11.65,33.35
247.00,36.48,-0.26,2321.93,1,performance,0.00,33.41,11.07,33.35
248.00,35.54,-0.26,2331.94,1,performance,0.00,33.41,10.50,33.35
249.00,34.61,-0.26,2341.68,1,performance,0.00,33.41,9.96,33.35
250.00,33.69,-0.25,2351.16,1,performance,0.00,33.41,9.44,33.35
251.00,37.02,0.92,2360.98,1,performance,2056.62,33.93,11.40,33.35
252.00,36.07,-0.26,2371.14,1,performance,0.00,33.93,10.82,33.35
253.00,35.14,-0.26,2381.03,1,performance,0.00,33.93,10.27,33.35
254.00,34.21,-0.26,2390.66,1,performance,0.00,33.93,9.74,33.35
255.00,33.30,-0.25,2400.03,1,performance,0.00,33.93,9.22,33.35
256.00,36.63,0.93,2409.75,1,performance,2035.19,34.45,11.16,33.35
257.00,35.69,-0.26,2419.79,1,performance,0.00,34.45,10.60,33.35
258.00,34.76,-0.26,2429.58,1,performance,0.00,34.45,10.05,33.35
259.00,33.84,-0.26,2439.10,1,performance,0.00,34.45,9.53,33.35
260.00,37.17,0.92,2448.97,1,performance,2064.89,34.97,11.49,33.35
261.00,36.22,-0.26,2459.16,1,performance,0.00,34.97,10.91,33.35
262.00,35.28,-0.26,2469.09,1,performance,0.00,34.97,10.35,33.35
263.00,34.36,-0.26,2478.76,1,performance,0.00,34.97,9.82,33.35
264.00,33.44,-0.25,2488.18,1,performance,0.00,34.97,9.30,33.35
265.00,36.77,0.93,2497.93,1,performance,2042.96,35.48,11.25,33.35
266.00,35.83,-0.26,2508.01,1,performance,0.00,35.48,10.68,33.35
267.00,34.90,-0.26,2517.84,1,performance,0.00,35.48,10.13,33.35
268.00,33.98,-0.26,2527.40,1,performance,0.00,35.48,9.60,33.35
269.00,37.30,0.92,2537.30,1,performance,2072.28,36.01,11.57,33.35
270.00,36.35,-0.26,2547.53,1,performance,0.00,36.01,10.99,33.35
271.00,35.41,-0.26,2557.50,1,performance,0.00,36.01,10.43,33.35
272.00,34.48,-0.26,2567.21,1,performance,0.00,36.01,9.89,33.35
273.00,33.57,-0.25,2576.66,1,performance,0.00,36.01,9.37,33.35
274.00,36.90,0.93,2586.44,1,performance,2049.90,36.53,11.32,33.35
275.00,35.95,-0.26,2596.56,1,performance,0.00,36.53,10.75,33.35
276.00,35.02,-0.26,2606.42,1,performance,0.00,36.53,10.20,33.35
277.00,34.10,-0.26,2616.02,1,performance,0.00,36.53,9.67,33.35
278.00,37.42,0.92,2625.95,1,performance,2078.89,37.05,11.65,33.35
279.00,36.47,-0.26,2636.21,1,performance,0.00,37.05,11.06,33.35
280.00,35.53,-0.26,2646.21,1,performance,0.00,37.05,10.50,33.35
281.00,34.60,-0.26,2655.95,1,performance,0.00,37.05,9.96,33.35
282.00,33.68,-0.25,2665.43,1,performance,0.00,37.05,9.44,33.35
283.00,37.01,0.92,2675.25,1,performance,2056.10,37.57,11.39,33.35
284.00,36.06,-0.26,2685.40,1,performance,0.00,37.57,10.82,33.35
285.00,35.13,-0.26,2695.29,1,performance,0.00,37.57,10.26,33.35
286.00,34.20,-0.26,2704.92,1,performance,0.00,37.57,9.73,33.35
287.00,33.29,-0.25,2714.29,1,performance,0.00,37.57,9.22,33.35
288.00,36.62,0.93,2724.00,1,performance,2034.69,38.09,11.16,33.35
289.00,35.68,-0.26,2734.05,1,performance,0.00,38.09,10.59,33.35
290.00,34.75,-0.26,2743.83,1,performance,0.00,38.09,10.05,33.35
291.00,33.83,-0.26,2753.35,1,performance,0.00,38.09,9.52,33.35
292.00,37.16,0.92,2763.21,1,performance,2064.42,38.61,11.49,33.35
293.00,36.21,-0.26,2773.40,1,performance,0.00,38.61,10.91,33.35
294.00,35.27,-0.26,2783.33,1,performance,0.00,38.61,10.35,33.35
295.00,34.35,-0.26,2793.00,1,performance,0.00,38.61,9.81,33.35
296.00,33.43,-0.25,2802.41,1,performance,0.00,38.61,9.30,33.35
297.00,36.77,0.93,2812.16,1,performance,2042.52,39.12,11.24,33.35
298.00,35.82,-0.26,2822.25,1,performance,0.00,39.12,10.67,33.35
299.00,34.89,-0.26,2832.07,1,performance,0.00,39.12,10.12,33.35
300.00,33.97,-0.26,2841.63,1,performance,0.00,39.12,9.60,33.35
301.00,37.29,0.92,2851.53,1,performance,2071.86,39.65,11.57,33.35
302.00,36.34,-0.26,2861.75,1,performance,0.00,39.65,10.99,33.35
303.00,35.40,-0.26,2871.72,1,performance,0.00,39.65,10.43,33.35
304.00,34.48,-0.26,2881.42,1,performance,0.00,39.65,9.89,33.35
305.00,33.56,-0.25,2890.87,1,performance,0.00,39.65,9.37,33.35
306.00,36.89,0.93,2900.66,1,performance,2049.51,40.17,11.32,33.35
307.00,35.79,-0.30,2910.75,1,performance,0.00,40.17,10.66,33.35
308.00,34.70,-0.30,2920.54,1,performance,0.00,40.17,10.01,33.35
309.00,33.60,-0.30,2930.03,1,performance,0.00,40.17,9.39,33.35
310.00,36.74,0.87,2939.80,1,performance,2040.89,40.69,11.23,33.35
311.00,35.33,-0.39,2949.81,1,performance,0.00,40.69,10.38,33.35
312.00,33.92,-0.39,2959.43,1,performance,0.00,40.69,9.57,33.35
313.00,36.75,0.79,2969.24,1,performance,2041.44,41.21,11.23,33.35
314.00,34.94,-0.50,2979.20,1,performance,0.00,41.21,10.15,33.35
315.00,33.13,-0.50,2988.65,1,performance,0.00,41.21,9.13,33.35
316.00,35.55,0.67,2998.19,1,performance,1975.13,41.72,10.51,33.35
317.00,33.20,-0.65,3007.74,1,performance,0.00,41.72,9.17,33.35
318.00,35.09,0.52,3017.22,1,performance,1949.26,42.23,10.24,33.35
319.00,32.05,-0.84,3026.55,1,performance,0.00,42.23,8.54,33.35
320.00,33.28,0.34,3035.62,1,performance,1848.68,42.73,9.21,33.35
321.00,34.49,0.34,3045.03,1,performance,1916.25,43.24,9.90,33.35
322.00,31.46,-0.84,3054.19,1,performance,0.00,43.24,8.23,33.35
323.00,32.70,0.34,3063.10,1,performance,1816.45,43.73,8.89,33.35
324.00,0.00,0.34,3072.87,1,performance,0.00,44.23,0.00,33.35
325.00,3.53,0.98,3073.36,1,performance,196.05,44.23,0.10,33.35
326.00,7.06,0.98,3074.83,1,performance,391.99,44.28,0.41,33.35
327.00,10.58,0.98,3077.28,1,performance,587.55,44.39,0.93,33.35
328.00,14.09,0.97,3080.71,1,performance,782.51,44.56,1.65,33.35
329.00,17.58,0.97,3085.11,1,performance,976.63,44.77,2.57,33.35
330.00,21.05,0.97,3090.47,1,performance,1169.66,45.05,3.69,33.35
331.00,24.50,0.96,3096.80,1,performance,1361.37,45.37,4.99,33.35
332.00,27.93,0.95,3104.08,1,performance,1551.55,45.75,6.49,33.35
333.00,31.32,0.94,3112.31,1,performance,1739.97,46.18,8.16,33.35
334.00,34.68,0.93,3121.48,1,performance,1926.43,46.66,10.00,33.35
335.00,33.76,-0.26,3130.98,1,performance,0.00,46.66,9.48,33.35
336.00,37.09,0.92,3140.82,1,performance,2060.32,47.18,11.44,33.35
337.00,36.14,-0.26,3150.99,1,performance,0.00,47.18,10.86,33.35
338.00,35.20,-0.26,3160.90,1,performance,0.00,47.18,10.31,33.35
339.00,34.28,-0.26,3170.55,1,performance,0.00,47.18,9.77,33.35
340.00,33.36,-0.25,3179.94,1,performance,0.00,47.18,9.26,33.35
341.00,36.70,0.93,3189.67,1,performance,2038.66,47.70,11.20,33.35
342.00,35.75,-0.26,3199.74,1,performance,0.00,47.70,10.63,33.35
343.00,34.82,-0.26,3209.54,1,performance,0.00,47.70,10.09,33.35
344.00,33.90,-0.26,3219.08,1,performance,0.00,47.70,9.56,33.35
345.00,37.23,0.92,3228.96,1,performance,2068.20,48.22,11.53,33.35
346.00,36.28,-0.26,3239.17,1,performance,0.00,48.22,10.95,33.35
347.00,35.34,-0.26,3249.12,1,performance,0.00,48.22,10.39,33.35
348.00,34.41,-0.26,3258.80,1,performance,0.00,48.22,9.85,33.35
349.00,33.50,-0.25,3268.24,1,performance,0.00,48.22,9.33,33.35
350.00,36.83,0.93,3278.00,1,performance,2046.06,48.74,11.28,33.35
351.00,35.88,-0.26,3288.10,1,performance,0.00,48.74,10.71,33.35
352.00,34.95,-0.26,3297.94,1,performance,0.00,48.74,10.16,33.35
353.00,34.03,-0.26,3307.52,1,performance,0.00,48.74,9.63,33.35
354.00,37.35,0.92,3317.44,1,performance,2075.24,49.26,11.61,33.35
355.00,36.40,-0.26,3327.68,1,performance,0.00,49.26,11.02,33.35
356.00,35.46,-0.26,3337.66,1,performance,0.00,49.26,10.46,33.35
357.00,34.53,-0.26,3347.38,1,performance,0.00,49.26,9.92,33.35
358.00,33.62,-0.25,3356.85,1,performance,0.00,49.26,9.40,33.35
359.00,36.95,0.92,3366.65,1,performance,2052.67,49.78,11.36,33.35
360.00,36.00,-0.26,3376.78,1,performance,0.00,49.78,10.78,33.35
